area_type,availability,location,size,society,total_sqft,bath,balcony,price
0,1.0,Brookefield,2 BHK,,1230,2.0,3.0,55.0
3,1.0,Mahadevpura,2 BHK,Neagar ,1438,2.0,,89.0
3,1.0,7th Phase JP Nagar,2 BHK,Brnia G,1080,2.0,2.0,75.0
2,1.0,Hebbal Kempapura,3 Bedroom,,1200,3.0,,125.0
2,1.0,Marathahalli,2 Bedroom,,1200,1.0,1.0,103.0
3,1.0,Uttarahalli,3 BHK,Aklia R,1590,3.0,2.0,58.0
3,1.0,Seetharampalya,3 BHK,Mazler ,1350,3.0,2.0,68.0
3,1.0,Raja Rajeshwari Nagar,3 BHK,,1400,2.0,2.0,48.0
3,1.0,Kaggadasapura,3 BHK,Aincyev,1560,2.0,3.0,72.0
0,1.0,Mallasandra,4 BHK,Shbhi S,1810,3.0,2.0,57.0
3,1.0,Kanaka Nagar,3 BHK,SoniaPe,2274.24,4.0,1.0,160.0
3,0.0,Sonnenahalli,3 BHK,Skacak ,1484,3.0,1.0,74.18
0,1.0,Indira Nagar,3 BHK,MCtleas,1650,3.0,3.0,220.0
3,1.0,Stage-4 Bommanahalli,3 BHK,Pantsce,1455,2.0,2.0,55.0
3,1.0,Thanisandra,3 BHK,G conTh,2280,4.0,2.0,184.0
3,1.0,Rest House Road,5 BHK,,4900,5.0,,980.0
0,0.0,Frazer Town,3 BHK,,2079,3.0,3.0,220.0
3,1.0,Bharathi Nagar,2 BHK,FoapeWa,1351,2.0,2.0,74.0
3,1.0,Kanakpura Road,3 BHK,,1223,2.0,2.0,42.81
3,0.0,KR Puram,3 BHK,MCnexva,1430,2.0,1.0,61.0
0,1.0,Whitefield,4 Bedroom,Prrry M,3589,5.0,0.0,400.0
3,0.0,Electronic City Phase II,3 BHK,Sryalan,1310,2.0,2.0,37.83
2,1.0,Channasandra,4 Bedroom,,1800,4.0,1.0,300.0
2,0.0,Giri Nagar,4 Bedroom,,1120,4.0,2.0,175.0
3,0.0,Sarjapur  Road,2 BHK,AsastDe,984,2.0,1.0,55.0
0,1.0,Jalahalli,3 BHK,Reodsnc,1770,3.0,3.0,100.0
2,1.0,Immadihalli,2 Bedroom,,900,3.0,1.0,105.0
2,1.0,Ramamurthy Nagar,5 Bedroom,,1350,5.0,1.0,120.0
3,0.0,Bhoganhalli,2 BHK,Rosha I,1447,2.0,1.0,75.97
0,1.0,Margondanahalli,2 Bedroom,,1140,2.0,1.0,60.0
3,0.0,Bommanahalli,2 BHK,,1170,2.0,3.0,34.0
3,1.0,Poorna Pragna Layout,2 BHK,,1160,2.0,2.0,46.39
3,0.0,Kanakpura Road,2 BHK,Soena A,1296,2.0,1.0,89.0
0,1.0,Kempapura,3 BHK,Vaenev ,1570,3.0,2.0,80.0
3,1.0,Nagappa Reddy Layout,3 BHK,Ablmsol,1495,2.0,2.0,65.0
3,1.0,Hoodi,3 BHK,Shyalha,1530,2.0,2.0,67.0
2,1.0,Rajaji Nagar,5 Bedroom,,900,4.0,0.0,140.0
3,1.0,Gunjur,3 BHK,Paestol,1800,3.0,1.0,70.0
3,1.0,Bellandur,2 BHK,DSpazTo,1088,2.0,2.0,48.0
3,0.0,Hosa Road,3 BHK,Skume R,1533,3.0,1.0,98.18
3,1.0,Rachenahalli,2 BHK,,1100,2.0,1.0,68.0
0,1.0,Thubarahalli,3 BHK,Asnts a,1540,3.0,3.0,90.0
3,1.0,Hebbal,2 BHK,Jancyes,1244,3.0,,48.0
3,0.0,Hosa Road,2 BHK,Skume R,1040,2.0,1.0,68.59
0,1.0,Ex-Servicemen Colony Dinnur Main Road R.T.Nagar,6 BHK,,1034,6.0,2.0,101.0
3,1.0,Begur Road,2 BHK,,1260,2.0,1.0,39.69
3,1.0,Uttarahalli,2 BHK,Shony S,1180,2.0,1.0,41.3
3,1.0,Thigalarapalya,2 BHK,Prtanha,1245,2.0,2.0,100.0
3,1.0,Dollars Colony,3 BHK,,1350,3.0,0.0,75.0
3,1.0,KUDLU MAIN ROAD,3 BHK,,1464,3.0,2.0,56.0
3,1.0,Alur,1 BHK,,470,2.0,1.0,10.0
3,1.0,Vijayanagar,2 BHK,,920,2.0,2.0,60.0
0,1.0,Vijay Nagar,6 Bedroom,,2300,7.0,0.0,160.0
3,1.0,Sarjapur,2 BHK,DSousyl,1124,2.0,1.0,30.35
3,0.0,Yelahanka New Town,4 BHK,,2095,3.0,1.0,109.0
3,0.0,Begur Road,2 BHK,Pruthg ,1100,2.0,1.0,71.42
3,1.0,Vijayanagar,2 BHK,Smentha,1019,2.0,1.0,58.0
3,1.0,Harlur,3 BHK,SosicCl,1756,3.0,2.0,128.0
3,0.0,Bommasandra,3 BHK,SSestth,1280,3.0,1.0,50.0
2,1.0,Kenchenahalli,4 Bedroom,,1200,3.0,2.0,125.0
3,1.0,Indira Nagar,3 BHK,,1700,3.0,2.0,150.0
3,0.0,Whitefield,3 BHK,Prtates,2134,4.0,2.0,118.0
3,0.0,Hosa Road,2 BHK,Sosisic,1369.1,2.0,1.0,98.0
2,1.0,Subramanyapura,3 Bedroom,,600,3.0,1.0,69.0
2,1.0,Hennur Bande,3 Bedroom,,1313,4.0,,150.0
3,1.0,Carmelaram,3 BHK,DSensn ,2515,4.0,3.0,155.0
3,1.0,Thigalarapalya,3 BHK,Prtanha,2215,4.0,2.0,154.0
3,1.0,Basapura,3 BHK,Amageru,1440,3.0,2.0,72.0
3,1.0,Hennur Road,3 BHK,Koagati,1186,2.0,2.0,55.33
3,1.0,Uttarahalli,3 BHK,,1350,2.0,2.0,47.24
3,1.0,Hebbal,3 BHK,Chtert ,1800,3.0,2.0,140.0
0,1.0,Kudlu,3 BHK,GKityde,1600,3.0,3.0,79.0
0,1.0,GM Palaya,2 BHK,Srg Bnc,1000,2.0,1.0,35.0
3,1.0,Cunningham Road,3 BHK,,2275,3.0,3.0,285.0
3,1.0,Banashankari Stage III,3 BHK,Pridsi ,1305,2.0,1.0,59.0
3,0.0,Binny Pete,3 BHK,She 2rk,1740,3.0,1.0,150.0
0,1.0,Malleshwaram,2 BHK,,900,2.0,1.0,90.0
0,1.0,Benson Town,2 BHK,Gohts H,1567,3.0,0.0,140.0
3,1.0,Kambipura,3 BHK,Prrtht ,1082,2.0,1.0,45.5
0,1.0,Nagarbhavi,2 BHK,,1050,2.0,1.0,80.0
3,1.0,Atmananda Colony,2 BHK,,1200,2.0,1.0,56.0
0,1.0,Begur,3 Bedroom,Duity C,3500,4.0,2.0,185.0
3,1.0,Dasarahalli,2 BHK,Syonyph,1220,2.0,2.0,52.0
3,0.0,Binny Pete,3 BHK,,1970,3.0,2.0,164.0
3,0.0,CMH Road,3 BHK,,2665,3.0,1.0,350.0
0,1.0,Kanakapura,4 BHK,,2130,4.0,0.0,120.0
3,1.0,Harlur,3 BHK,,1749,3.0,2.0,120.0
3,0.0,Subramanyapura,2 BHK,,1260,2.0,1.0,108.0
3,1.0,Doddaballapur,3 BHK,,1100Sq. Meter,2.0,1.0,48.0
3,1.0,6th Phase JP Nagar,2 BHK,NCierar,1170,2.0,2.0,120.0
3,1.0,Ankappa Layout,3 BHK,Ajens G,1670,3.0,2.0,75.0
3,1.0,Hennur Road,3 BHK,Samittv,2264,3.0,2.0,168.0
3,0.0,Byadarahalli,4 BHK,ETntsce,3500,5.0,,450.0
3,1.0,Begur,2 BHK,Viodspr,1100,2.0,2.0,55.0
3,0.0,Chandapura,2 BHK,,674,1.0,1.0,19.9
3,1.0,Koramangala,2 BHK,Proodt ,1320,2.0,1.0,160.0
2,1.0,Vishveshwarya Layout,4 Bedroom,,600,4.0,2.0,85.0
3,1.0,Electronics City Phase 1,2 BHK,PSmalsh,1125,2.0,2.0,65.0
3,1.0,Nagavara,2 BHK,,1125,2.0,2.0,44.5
3,1.0,Baba Nagar,2 BHK,,700,2.0,1.0,29.0
0,1.0,BTM Layout,3 BHK,Lancya ,1300,2.0,1.0,75.0
3,1.0,JP Nagar,3 BHK,Meowns ,1600,3.0,2.0,83.0
3,0.0,Magadi Road,3 BHK,Vrenty ,1052,2.0,1.0,60.0
3,1.0,Neelasandra,4 BHK,,1140,3.0,1.0,145.0
3,1.0, Devarachikkanahalli,2 BHK,Ladenea,1130,2.0,2.0,36.0
2,1.0,Yediyur,4 Bedroom,,1140,3.0,2.0,225.0
3,1.0,BTM 2nd Stage,3 BHK,SNe 2ev,2200,3.0,3.0,220.0
0,1.0,Electronic City,3 BHK,GMown E,1500,2.0,1.0,63.0
3,0.0,Old Madras Road,3 BHK,Shmes O,1350,3.0,1.0,47.25
3,1.0,Gottigere,3 BHK,MBireap,1230,2.0,2.0,52.0
3,0.0,Haralur Road,3 BHK,SNnia E,1520,2.0,2.0,85.0
3,0.0,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,26.25
3,0.0,Hosa Road,2 BHK,Skume R,1040,2.0,1.0,61.0
0,1.0,Upadhyaya Layout,3 BHK,,1300,2.0,1.0,67.0
3,0.0,Old Airport Road,4 BHK,Jaades ,2690,4.0,3.0,201.0
3,1.0,Domlur,1 BHK,Saiewas,780,1.0,1.0,70.0
3,1.0,Panathur,2 BHK,Saite G,1140,2.0,1.0,51.2
3,0.0,Chandapura,3 BHK,SuVue S,1225,3.0,1.0,33.08
0,1.0,Nagavarapalya,1 BHK,MYncysi,646,1.0,0.0,25.84
3,1.0,Cox Town,3 BHK,,1600,3.0,1.0,150.0
3,0.0,Kadugodi,3 BHK,Alestrb,1890,4.0,3.0,125.0
0,1.0,Kadugodi,2 BHK,,1050,2.0,1.0,34.0
2,1.0,Ittamadu,6 Bedroom,,1200,4.0,2.0,100.0
3,1.0,Whitefield,3 BHK,BMttaor,1458,2.0,2.0,62.0
2,1.0,Naganathapura,5 Bedroom,,1200,6.0,0.0,86.0
3,1.0,Green Glen Layout,3 BHK,,1970,3.0,2.0,160.0
2,1.0,Whitefield,3 Bedroom,,1808,4.0,0.0,80.0
0,1.0,Balagere,2 BHK,Soresea,1007,2.0,1.0,67.0
3,1.0,Doddathoguru,2 BHK,M ondit,1105,2.0,1.0,50.0
3,1.0,Lakshminarayana Pura,3 BHK,RothaVa,1700,3.0,3.0,150.0
3,1.0,Raja Rajeshwari Nagar,2 BHK,Dehts H,1170,2.0,3.0,50.0
0,1.0,Chandapura,2 BHK,GCbowai,1080,2.0,3.0,45.0
3,1.0,Kaggalipura,3 BHK,Baowsig,1150,2.0,1.0,62.0
3,0.0,Ramamurthy Nagar,2 BHK,Vaharvi,1200,2.0,1.0,57.9
3,1.0,Jakkuru Layout,2 BHK,,1200,2.0,1.0,54.0
3,1.0,Kudlu Gate,3 BHK,Brlms P,1656,3.0,2.0,75.0
2,0.0,bsk 6th stage 2ad block near sri conversation hall,4 Bedroom,,600,4.0,2.0,87.0
3,1.0,KR Puram,2 BHK,Hivesdr,1040,2.0,2.0,50.0
3,1.0,Hosur Road,2 BHK,Collsrn,1085,2.0,2.0,33.7
3,0.0,Virat Nagar,3 BHK,,1215,2.0,2.0,49.75
0,1.0,NRI Layout,4 Bedroom,,2150,4.0,2.0,115.0
2,1.0,Hoodi,4 Bedroom,Kreera ,1100,4.0,1.0,120.0
3,0.0,Panathur,2 BHK,,1210,2.0,1.0,77.0
0,1.0,Kallumantapa,2 BHK,SMncyy ,1050,2.0,1.0,55.0
2,1.0,"Annapoorneshwari Layout, JP nagar 7th phase",3 Bedroom,,600,3.0,1.0,70.0
3,0.0,Iblur Village,3 BHK,DNionfl,1920,3.0,2.0,150.0
3,1.0,Uttarahalli,3 BHK,,1250,2.0,1.0,50.0
3,1.0,Mysore Road,2 BHK,PrntaEn,947.55,2.0,1.0,80.0
0,1.0,Malleshpalya,2 BHK,KencyRe,1421,2.0,1.0,90.0
2,1.0,Mudalpalaya,6 Bedroom,,1050,4.0,2.0,155.0
3,0.0,Old Madras Road,3 BHK,Saesttt,1425,2.0,2.0,74.31
3,1.0,Budigere,2 BHK,PrityTr,1162,2.0,1.0,58.0
3,0.0,Whitefield,1 BHK,Prtates,905,1.0,1.0,60.0
3,1.0,Sarjapur  Road,2 BHK,Shthi S,914,2.0,1.0,32.0
0,0.0,elachenahalli,2 BHK,,1258,2.0,0.0,58.0
2,1.0,CV Raman Nagar,4 Bedroom,,1100,4.0,2.0,220.0
2,1.0,Hormavu,4 Bedroom,Prageta,3500,4.0,1.0,289.0
2,1.0,Poorna Pragna Layout,7 Bedroom,,2400,6.0,,450.0
0,1.0,Ramagondanahalli,4 Bedroom,,4200,4.0,,800.0
3,1.0,Whitefield,3 BHK,BMttaor,1537,2.0,3.0,70.0
3,1.0,Chikkalasandra,3 BHK,,1230,2.0,2.0,53.51
2,1.0,B K Nagar,6 Bedroom,,2400,5.0,2.0,300.0
3,1.0,Malleshwaram,3 BHK,Aimesya,2250,3.0,1.0,200.0
2,1.0,Hosur Road,4 Bedroom,KrineAq,2000,4.0,1.0,69.0
3,1.0,Vivek Nagar,8 BHK,,3000,4.0,3.0,130.0
0,1.0,Kumaraswami Layout,4 Bedroom,,2600,4.0,0.0,325.0
0,0.0,Indira Nagar,4 Bedroom,,3200,3.0,2.0,250.0
0,1.0,Anjanapura,2 BHK,ACopsva,950,2.0,0.0,32.0
3,1.0,Marathahalli,4 BHK,PueraRi,4000,4.0,,200.0
3,1.0,Yelahanka,3 BHK,Pyikad ,1282,2.0,1.0,48.72
0,0.0,Banashankari Stage III,2 BHK,,1304,2.0,0.0,111.0
3,1.0,7th Phase JP Nagar,3 BHK,,2100,3.0,2.0,200.0
0,1.0,Jakkur,3 BHK,Paurt C,1220,2.0,2.0,49.0
3,1.0,Budigere,3 BHK,PrityTr,1636,3.0,2.0,85.0
0,1.0,7th Phase JP Nagar,3 BHK,Kaiew L,1415,3.0,1.0,65.0
2,1.0,Bommenahalli,3 Bedroom,Prood G,15Acres,3.0,1.0,217.0
3,1.0,Green Glen Layout,3 BHK,Soweray,1728,3.0,2.0,125.0
3,1.0,7th Phase JP Nagar,3 BHK,Eladero,1680,3.0,3.0,125.0
3,0.0,Venkatapura,2 BHK,ThBayah,1235,2.0,1.0,140.0
2,0.0,Yelachenahalli,4 Bedroom,,900,2.0,1.0,115.0
0,1.0,Yelahanka,4 Bedroom,,3990,4.0,1.0,260.0
0,1.0,Kasavanhalli,2 BHK,HMonymp,1495,2.0,2.0,83.0
2,1.0,Hennur Road,5 Bedroom,,1500,5.0,1.0,175.0
3,1.0,Yeshwanthpur,3 BHK,IBityin,2501,3.0,3.0,138.0
1,0.0,Kanakpura Road,1 BHK,Roiti A,381,1.0,0.0,28.0
3,0.0,Gopalapura,4 BHK,Sothadr,3301.8,5.0,2.0,570.0
3,1.0,Hennur Road,3 BHK,SaireSa,2002,3.0,2.0,120.0
0,0.0,Meenakunte,3 Bedroom,Sreat R,3200,3.0,0.0,260.0
2,1.0,Banjara Layout,2 Bedroom,,1200,2.0,2.0,70.0
2,1.0,Sarjapur  Road,4 Bedroom,,1500,3.0,0.0,235.0
2,0.0,Bommasandra,3 Bedroom,IcudiMa,1942,3.0,,90.0
3,1.0,Electronics City Phase 1,3 BHK,Shitt S,1450 - 1595,,,60.75
0,1.0,Thyagaraja Nagar,1 Bedroom,,660,1.0,0.0,95.0
2,1.0,Banashankari Stage III,4 Bedroom,,1200,6.0,2.0,170.0
0,1.0,Basavanna Nagar,3 BHK,Itala A,1450,3.0,2.0,90.0
3,1.0,Electronic City,2 BHK,MDonta ,1039,2.0,1.0,50.0
3,1.0,Old Madras Road,2 BHK,Brglede,1210,2.0,1.0,80.0
3,1.0,Attibele,2 BHK,DSvar S,995,1.0,1.0,24.88
0,1.0,Yelahanka,3 BHK,NCarkna,1620,3.0,2.0,90.0
0,1.0,Choodasandra,3 Bedroom,LGlarAs,3204,4.0,3.0,395.0
0,1.0,Hebbal Kempapura,3 BHK,GonumPl,3408,3.0,3.0,260.0
0,1.0,Marathahalli,2 BHK,Kames S,1314,2.0,3.0,55.0
3,1.0,Bisuvanahalli,2 BHK,Prityel,945,2.0,1.0,33.0
0,1.0,Nehru Nagar,3 BHK,Undge T,1374,3.0,2.0,72.0
0,0.0,Kanakpura Road,3 BHK,PrityFa,1603,3.0,3.0,113.0
0,1.0,Kengeri,3 BHK,Vaens G,1230,2.0,2.0,52.0
3,1.0, Basavangudi,1 RK,,670,1.0,1.0,50.0
3,1.0,Sarjapur  Road,4 BHK,Ahriaup,1864,3.0,2.0,105.0
0,0.0,Hosa Road,3 Bedroom,Gllas V,2500,3.0,2.0,100.0
3,1.0,Raja Rajeshwari Nagar,3 BHK,DScon S,1625,2.0,2.0,54.0
3,1.0,Whitefield,2 BHK,Sonviik,1186,2.0,3.0,55.0
2,1.0,KR Puram,8 Bedroom,,1500,7.0,2.0,382.0
3,1.0,Electronic City,2 BHK,GMown E,770,1.0,1.0,39.9
3,0.0,Varthur,2 BHK,HioraTr,1085,2.0,1.0,45.0
3,1.0,Dairy Circle,4 BHK,Soeurri,3754,6.0,2.0,480.0
3,1.0,Dodsworth Layout,3 BHK,Ciques ,1893,3.0,2.0,115.0
2,1.0,Thurahalli,4 Bedroom,,600,3.0,2.0,65.0
3,1.0,Kundalahalli,3 BHK,AnentAp,1496,2.0,3.0,78.0
3,0.0,Chandapura,3 BHK,SunceEs,1305,3.0,1.0,33.28
3,1.0,Electronics City Phase 1,3 BHK,Shiaa S,1550,2.0,2.0,82.0
3,1.0,Marathahalli,3 BHK,,1200,2.0,1.0,58.17
3,0.0,Badavala Nagar,3 BHK,DNncasa,1494,2.0,2.0,94.55
3,1.0,Electronic City Phase II,2 BHK,SJmesst,1286,2.0,2.0,69.0
2,1.0,"Banashankari 6th stage , 2nd block",3 Bedroom,,600,4.0,1.0,100.0
3,1.0,Hebbal,3 BHK,MVkleiw,1860,3.0,2.0,95.0
0,1.0,Raghuvanahalli,1 BHK,,425,1.0,1.0,750.0
3,1.0,Haralur Road,2 BHK,RInceeg,1243,2.0,2.0,45.0
3,1.0,Brookefield,2 BHK,Stlomg ,1200,2.0,2.0,75.0
3,1.0,Sarjapur,2 BHK,Peles P,1044,2.0,2.0,32.0
3,1.0,7th Phase JP Nagar,2 BHK,SrncyRe,1040,2.0,1.0,41.59
3,0.0,8th Phase JP Nagar,2 BHK,,1125,2.0,2.0,36.94
3,0.0,Cunningham Road,3 BHK,,3489,3.0,1.0,662.0
3,1.0,Subramanyapura,3 BHK,Prldsri,1278,2.0,2.0,59.0
3,1.0,Chelekare,6 BHK,,2400,6.0,,98.0
3,1.0,Belatur,2 BHK,ViaarSa,1250,2.0,1.0,43.0
2,1.0,Vijayanagar,5 Bedroom,,2400,6.0,3.0,125.0
2,1.0,KR Puram,5 Bedroom,Henue A,4166,5.0,,560.0
3,1.0,Lakshminarayana Pura,2 BHK,,1210,2.0,2.0,75.0
3,1.0,8th Phase JP Nagar,4 BHK,,1200,3.0,2.0,110.0
3,0.0,Sarjapur  Road,3 BHK,AsastDe,1157,2.0,1.0,57.84
3,1.0,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1185,2.0,1.0,51.15
3,1.0,Kalena Agrahara,3 BHK,MancyRe,1450,3.0,3.0,100.0
3,1.0,Old Madras Road,3 BHK,Sastaat,1859,3.0,2.0,121.0
3,1.0,Rajaji Nagar,2 BHK,PhestOn,1763,3.0,2.0,262.0
3,0.0,Attibele,2 BHK,Inenshe,900,1.0,1.0,25.0
3,1.0,Ramamurthy Nagar,3 BHK,Foghaa ,1305,3.0,1.0,60.0
0,1.0,Srirampuram,3 BHK,,1200,2.0,2.0,100.0
3,1.0,Thanisandra,1 BHK,Gontsoo,763 - 805,1.0,0.0,35.285
2,0.0,Kasavanhalli,,,5000,,,400.0
3,1.0,Sarjapur  Road,2 BHK,Shthi S,1150,2.0,0.0,36.8
0,1.0,Whitefield,3 BHK,Agtiaur,1806,3.0,3.0,85.0
3,1.0,Kudlu,2 BHK,Srrnasa,1027,2.0,2.0,42.0
3,0.0,Uttarahalli,2 BHK,DSera S,1002,2.0,1.0,40.08
3,0.0,Electronic City Phase II,3 BHK,Sryalan,1220,2.0,1.0,36.21
3,1.0,Whitefield,2 BHK,SMuilan,1109,2.0,1.0,35.22
0,1.0,Uttarahalli,2 BHK,DSera S,1002,2.0,1.0,40.08
3,1.0,Narayanapura,2 BHK,AriosHe,1308,2.0,1.0,89.04
3,0.0,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,69.6
3,0.0,Haralur Road,2 BHK,,1027,2.0,2.0,44.0
0,1.0,Kalyan nagar,2 BHK,,1250,2.0,2.0,65.0
2,1.0,2nd Phase JP Nagar,6 Bedroom,,900,6.0,3.0,170.0
2,1.0,KR Puram,4 Bedroom,,960,4.0,2.0,80.0
3,1.0,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1255,2.0,1.0,53.87
0,1.0,Akshaya Nagar,3 BHK,DLhtsnd,1434,3.0,3.0,84.0
0,1.0,Doddathoguru,2 BHK,Vabow R,925,2.0,2.0,30.0
3,0.0,Jakkur,3 BHK,Ceezey ,1858,3.0,1.0,123.0
0,1.0,Jakkuru Layout,2 BHK,Vithm R,1205,2.0,1.0,70.0
2,0.0,Nelamangala,3 Bedroom,V2gesre,1500,3.0,2.0,90.0
2,1.0,Nagawara Junction,3 Bedroom,,1200,3.0,2.0,200.0
3,1.0,Mysore Road,2 BHK,,1020,2.0,2.0,48.95
3,1.0,Thanisandra,2 BHK,Bhmesy ,965,2.0,1.0,56.0
2,1.0,7th Phase JP Nagar,5 Bedroom,,1800,6.0,3.0,270.0
2,1.0,Hoysalanagar,6 Bedroom,,1200,4.0,2.0,90.0
3,1.0,Battarahalli,2 BHK,PaontWa,1636,2.0,2.0,82.89
3,0.0,Kundalahalli,3 BHK,Dieldli,1724,3.0,1.0,125.0
3,0.0,Whitefield,2 BHK,Prtates,1216,2.0,1.0,67.0
3,0.0,Yelahanka,1 BHK,Prensya,654,1.0,1.0,36.25
0,1.0,Chikkabanavar,4 Bedroom,,2460,7.0,2.0,80.0
3,1.0,Abbaiah Reddy Layout,2 BHK,,1190,2.0,2.0,41.0
2,1.0,Tavarekere,7 Bedroom,,1200,5.0,2.0,180.0
3,1.0,Budigere,3 BHK,PrityTr,1636,3.0,2.0,92.0
3,0.0,Hennur Road,2 BHK,Shxorm ,1195,2.0,2.0,73.0
3,1.0,Nagavara,3 BHK,Vancyat,2400,3.0,3.0,251.0
3,1.0,1st Block HRBR Layout,2 BHK,,1250,2.0,1.0,67.0
3,1.0,Whitefield,3 BHK,Nillsre,1452,3.0,,90.0
3,0.0,Thanisandra,3 BHK,Bhe 2ko,1546,3.0,1.0,95.0
0,1.0,Sarjapur  Road,4 Bedroom,Cetattu,3307 - 3464,6.0,0.0,142.0
2,1.0,Indira Nagar,3 Bedroom,,1440,3.0,1.0,275.0
2,1.0,Naganathapura,2 Bedroom,,2260,3.0,1.0,80.0
2,1.0,Tavarekere,4 Bedroom,,2700,3.0,2.0,90.0
3,1.0,Indira Nagar,2 BHK,Suurtni,1475,2.0,2.0,171.0
0,1.0,JP Nagar,4 BHK,Arentra,3000,3.0,2.0,150.0
0,1.0,KG Halli,1 Bedroom,,375,1.0,0.0,26.0
3,1.0,Balagere,2 BHK,Soresea,1007,2.0,1.0,66.0
2,1.0,Kanakpura Road,1 Bedroom,,1.26Acres,1.0,0.0,125.0
3,1.0,Cubbon Road,4 BHK,,5422,6.0,,1900.0
3,1.0,Hennur Road,2 BHK,,1020,2.0,3.0,47.0
3,1.0,Lavelle Road,2 BHK,,1000,2.0,0.0,150.0
2,1.0,Varanasi,2 Bedroom,,800,3.0,1.0,59.5
2,1.0,Geddalahalli,5 Bedroom,,1200,3.0,2.0,95.0
3,1.0,Marathahalli,2 BHK,,1125,2.0,3.0,55.0
2,1.0,Kudlu Gate,9 Bedroom,,1150,9.0,,140.0
0,1.0,Kada Agrahara,3 BHK,CoaveAt,909,2.0,1.0,43.0
0,1.0,Whitefield,4 Bedroom,,2850,5.0,0.0,240.0
3,1.0,Dodsworth Layout,2 BHK,Ciques ,1400,2.0,3.0,85.0
3,1.0,Kadugodi,2 BHK,,1152,2.0,2.0,61.0
3,1.0,Subramanyapura,2 BHK,,958,2.0,1.0,34.49
3,1.0,Whitefield,2 BHK,SrireSo,1150,2.0,2.0,55.0
3,1.0,Old Madras Road,3 BHK,Brica E,2990,5.0,1.0,173.0
3,1.0,Bellandur,2 BHK,Trows M,1310,2.0,2.0,85.0
3,1.0,Hosur Road,3 BHK,Saageat,1590,2.0,2.0,126.0
3,1.0,Green Glen Layout,3 BHK,SoosePr,1645,3.0,2.0,110.0
0,1.0,Veerabhadra Nagar,3 Bedroom,,1800,2.0,2.0,100.0
3,1.0,Thanisandra,3 BHK,Soitya ,1795,3.0,2.0,150.0
3,1.0,8th Phase JP Nagar,2 BHK,,1100,2.0,3.0,35.0
3,0.0,Thanisandra,1 BHK,Bhe 2ko,620 - 934,1.0,0.0,38.535
3,1.0,Kalkere,2 BHK,Sothin ,925,2.0,2.0,70.0
3,1.0,Basavangudi,3 BHK,,1542.14,3.0,3.0,120.0
2,1.0,Konanakunte,4 Bedroom,Prasa W,3746,6.0,1.0,375.0
3,1.0,Thanisandra,3 BHK,MenueNo,1430,2.0,2.0,54.0
3,1.0,Bommanahalli,2 BHK,Jaw 2 L,1020,2.0,2.0,55.0
2,1.0,Ramamurthy Nagar Extension,4 Bedroom,,750,2.0,1.0,42.0
3,0.0,Electronic City Phase II,2 BHK,Sryalan,1140,2.0,1.0,32.92
0,1.0,Anekal,3 BHK,,967,2.0,1.0,45.0
3,0.0,Hebbal,4 BHK,Raard B,2470,4.0,2.0,203.0
0,1.0,Maruthi Nagar,2 BHK,PavanSa,850,1.0,0.0,35.5
3,1.0,Vidhyanagar Cross,2 BHK,,1100,2.0,2.0,32.0
3,1.0,Thanisandra,3 BHK,Soitya ,1697,3.0,2.0,110.0
3,1.0,Varthur,2 BHK,,1250,2.0,2.0,47.0
3,1.0,Gottigere,2 BHK,Pridei ,1120,2.0,2.0,50.0
2,1.0,NRI Layout,4 Bedroom,,1200,4.0,0.0,95.0
2,1.0,Hennur Road,5 Bedroom,,5100,6.0,3.0,375.0
2,1.0,7th Block Jayanagar,4 Bedroom,,2400,3.0,2.0,480.0
3,1.0,Hebbal,2 BHK,,1200,2.0,1.0,52.0
3,1.0,7th Phase JP Nagar,2 BHK,,1100,2.0,1.0,44.0
3,1.0, Devarachikkanahalli,3 BHK,,1417,2.0,2.0,76.0
0,1.0,Thanisandra,3 BHK,Bhmesy ,1492,3.0,1.0,88.0
3,0.0,Devanahalli,3 BHK,Sabixtt,1498,3.0,3.0,79.15
0,1.0,Bellari Road,4 BHK,Sohid O,3500,2.0,1.0,350.0
3,1.0,Kundalahalli,2 BHK,Rasom B,1010,2.0,1.0,48.27
3,1.0,Hennur,2 BHK,Shateor,1255,2.0,2.0,53.5
3,1.0,Channasandra,2 BHK,Unm 2El,1050,2.0,1.0,35.0
3,1.0,Hegde Nagar,3 BHK,SoitaCa,1847,3.0,2.0,125.0
3,0.0,1st Stage Indira Nagar,2 BHK,,1200,2.0,2.0,55.0
3,1.0,Bellandur,2 BHK,,982,2.0,2.0,37.28
3,1.0,Hegde Nagar,3 BHK,SoisoCa,2144.6,4.0,2.0,145.0
3,1.0,Kengeri,2 BHK,VBeriav,750,2.0,1.0,36.5
3,1.0,Electronic City,2 BHK,Itvir M,919,2.0,2.0,35.0
3,1.0,Budigere,2 BHK,PrityTr,1087,2.0,1.0,54.3
0,1.0,Sunder Ram Shetty Nagar,3 BHK,Bustain,1480,3.0,2.0,74.0
0,1.0,Tindlu,2 BHK,,1180,2.0,2.0,52.0
3,1.0,6th Block Jayanagar,3 BHK,,2100,4.0,2.0,255.0
3,1.0,Jigani,3 BHK,DLhtsan,1221,3.0,2.0,65.0
